CUST_ID,Cluster,Cluster_Name
C12346,2,现金预付型客户
C12347,3,稳健消费型客户
C12348,1,高频购买型客户
C12349,3,稳健消费型客户
C12350,2,现金预付型客户
C12351,2,现金预付型客户
C12352,0,低活跃型客户
C12353,2,现金预付型客户
C12354,2,现金预付型客户
C12355,2,现金预付型客户
C12356,2,现金预付型客户
C12357,1,高频购买型客户
C12358,1,高频购买型客户
C12359,3,稳健消费型客户
C12360,2,现金预付型客户
C12361,2,现金预付型客户
C12362,1,高频购买型客户
C12363,0,低活跃型客户
C12364,2,现金预付型客户
C12365,2,现金预付型客户
C12366,2,现金预付型客户
C12367,1,高频购买型客户
C12368,2,现金预付型客户
C12369,3,稳健消费型客户
C12370,0,低活跃型客户
C12371,0,低活跃型客户
C12372,1,高频购买型客户
C12373,3,稳健消费型客户
C12374,2,现金预付型客户
C12375,0,低活跃型客户
C12376,0,低活跃型客户
C12377,3,稳健消费型客户
C12378,2,现金预付型客户
C12381,2,现金预付型客户
C12382,1,高频购买型客户
C12383,1,高频购买型客户
C12384,1,高频购买型客户
C12385,3,稳健消费型客户
C12386,0,低活跃型客户
C12387,1,高频购买型客户
C12388,2,现金预付型客户
C12389,2,现金预付型客户
C12390,2,现金预付型客户
C12391,2,现金预付型客户
C12392,0,低活跃型客户
C12393,0,低活跃型客户
C12394,2,现金预付型客户
C12395,0,低活跃型客户
C12396,0,低活跃型客户
C12397,3,稳健消费型客户
C12398,2,现金预付型客户
C12399,2,现金预付型客户
C12400,1,高频购买型客户
C12401,2,现金预付型客户
C12402,3,稳健消费型客户
C12403,2,现金预付型客户
C12404,1,高频购买型客户
C12405,1,高频购买型客户
C12406,2,现金预付型客户
C12407,1,高频购买型客户
C12408,0,低活跃型客户
C12409,1,高频购买型客户
C12410,3,稳健消费型客户
C12411,2,现金预付型客户
C12412,1,高频购买型客户
C12413,3,稳健消费型客户
C12414,2,现金预付型客户
C12415,3,稳健消费型客户
C12416,3,稳健消费型客户
C12417,0,低活跃型客户
C12418,1,高频购买型客户
C12419,2,现金预付型客户
C12420,2,现金预付型客户
C12421,3,稳健消费型客户
C12422,3,稳健消费型客户
C12423,2,现金预付型客户
C12424,0,低活跃型客户
C12425,0,低活跃型客户
C12426,0,低活跃型客户
C12427,1,高频购买型客户
C12428,1,高频购买型客户
C12429,2,现金预付型客户
C12430,2,现金预付型客户
C12431,0,低活跃型客户
C12432,1,高频购买型客户
C12433,1,高频购买型客户
C12434,3,稳健消费型客户
C12435,1,高频购买型客户
C12436,1,高频购买型客户
C12437,0,低活跃型客户
C12438,0,低活跃型客户
C12439,3,稳健消费型客户
C12440,2,现金预付型客户
C12441,2,现金预付型客户
C12442,1,高频购买型客户
C12443,0,低活跃型客户
C12444,2,现金预付型客户
C12445,2,现金预付型客户
C12446,1,高频购买型客户
C12447,3,稳健消费型客户
C12448,0,低活跃型客户
C12449,2,现金预付型客户
C12450,0,低活跃型客户
C12451,0,低活跃型客户
C12452,2,现金预付型客户
C12453,2,现金预付型客户
C12454,2,现金预付型客户
C12455,1,高频购买型客户
C12456,3,稳健消费型客户
C12457,1,高频购买型客户
C12458,3,稳健消费型客户
C12459,2,现金预付型客户
C12460,3,稳健消费型客户
C12461,2,现金预付型客户
C12462,3,稳健消费型客户
C12463,2,现金预付型客户
C12464,1,高频购买型客户
C12465,3,稳健消费型客户
C12466,0,低活跃型客户
C12467,0,低活跃型客户
C12468,1,高频购买型客户
C12469,0,低活跃型客户
C12470,3,稳健消费型客户
C12471,1,高频购买型客户
C12472,3,稳健消费型客户
C12473,1,高频购买型客户
C12474,1,高频购买型客户
C12475,2,现金预付型客户
C12476,3,稳健消费型客户
C12477,2,现金预付型客户
C12478,2,现金预付型客户
C12479,1,高频购买型客户
C12480,2,现金预付型客户
C12481,3,稳健消费型客户
C12482,2,现金预付型客户
C12483,2,现金预付型客户
C12484,1,高频购买型客户
C12485,0,低活跃型客户
C12486,0,低活跃型客户
C12487,2,现金预付型客户
C12488,2,现金预付型客户
C12489,1,高频购买型客户
C12490,2,现金预付型客户
C12491,2,现金预付型客户
C12492,2,现金预付型客户
C12493,1,高频购买型客户
C12494,1,高频购买型客户
C12495,3,稳健消费型客户
C12497,0,低活跃型客户
C12498,0,低活跃型客户
C12499,0,低活跃型客户
C12500,0,低活跃型客户
C12501,3,稳健消费型客户
C12502,2,现金预付型客户
C12503,0,低活跃型客户
C12504,0,低活跃型客户
C12505,1,高频购买型客户
C12506,3,稳健消费型客户
C12507,2,现金预付型客户
C12508,2,现金预付型客户
C12509,2,现金预付型客户
C12510,2,现金预付型客户
C12511,3,稳健消费型客户
C12512,2,现金预付型客户
C12513,3,稳健消费型客户
C12514,1,高频购买型客户
C12515,3,稳健消费型客户
C12516,3,稳健消费型客户
C12517,1,高频购买型客户
C12518,1,高频购买型客户
C12519,1,高频购买型客户
C12520,3,稳健消费型客户
C12521,0,低活跃型客户
C12522,3,稳健消费型客户
C12523,0,低活跃型客户
C12524,0,低活跃型客户
C12525,0,低活跃型客户
C12526,2,现金预付型客户
C12527,1,高频购买型客户
C12528,3,稳健消费型客户
C12529,0,低活跃型客户
C12530,2,现金预付型客户
C12531,1,高频购买型客户
C12532,2,现金预付型客户
C12533,2,现金预付型客户
C12534,2,现金预付型客户
C12535,2,现金预付型客户
C12536,0,低活跃型客户
C12537,3,稳健消费型客户
C12538,1,高频购买型客户
C12539,3,稳健消费型客户
C12540,0,低活跃型客户
C12541,3,稳健消费型客户
C12542,1,高频购买型客户
C12543,3,稳健消费型客户
C12544,3,稳健消费型客户
C12545,2,现金预付型客户
C12546,2,现金预付型客户
C12547,1,高频购买型客户
C12548,3,稳健消费型客户
C12549,3,稳健消费型客户
C12550,1,高频购买型客户
C12551,1,高频购买型客户
C12552,2,现金预付型客户
C12553,2,现金预付型客户
C12554,1,高频购买型客户
C12555,2,现金预付型客户
C12556,2,现金预付型客户
C12557,2,现金预付型客户
C12558,2,现金预付型客户
C12559,1,高频购买型客户
C12560,2,现金预付型客户
C12561,3,稳健消费型客户
C12562,3,稳健消费型客户
C12563,3,稳健消费型客户
C12564,3,稳健消费型客户
C12565,0,低活跃型客户
C12566,1,高频购买型客户
C12567,2,现金预付型客户
C12568,0,低活跃型客户
C12569,0,低活跃型客户
C12570,0,低活跃型客户
C12571,2,现金预付型客户
C12572,1,高频购买型客户
C12573,1,高频购买型客户
C12574,1,高频购买型客户
C12575,2,现金预付型客户
C12576,1,高频购买型客户
C12577,1,高频购买型客户
C12578,0,低活跃型客户
C12579,0,低活跃型客户
C12580,1,高频购买型客户
C12581,0,低活跃型客户
C12582,2,现金预付型客户
C12583,2,现金预付型客户
C12584,2,现金预付型客户
C12585,0,低活跃型客户
C12586,0,低活跃型客户
C12587,0,低活跃型客户
C12588,0,低活跃型客户
C12589,1,高频购买型客户
C12590,3,稳健消费型客户
C12591,0,低活跃型客户
C12592,1,高频购买型客户
C12593,0,低活跃型客户
C12594,2,现金预付型客户
C12595,2,现金预付型客户
C12596,1,高频购买型客户
C12597,1,高频购买型客户
C12598,2,现金预付型客户
C12599,2,现金预付型客户
C12600,0,低活跃型客户
C12601,1,高频购买型客户
C12602,1,高频购买型客户
C12603,3,稳健消费型客户
C12604,2,现金预付型客户
C12605,3,稳健消费型客户
C12606,0,低活跃型客户
C12607,0,低活跃型客户
C12608,1,高频购买型客户
C12609,2,现金预付型客户
C12610,2,现金预付型客户
C12611,1,高频购买型客户
C12612,0,低活跃型客户
C12613,2,现金预付型客户
C12614,0,低活跃型客户
C12615,0,低活跃型客户
C12616,0,低活跃型客户
C12617,2,现金预付型客户
C12618,1,高频购买型客户
C12619,2,现金预付型客户
C12620,3,稳健消费型客户
C12621,0,低活跃型客户
C12622,3,稳健消费型客户
C12623,2,现金预付型客户
C12624,1,高频购买型客户
C12625,1,高频购买型客户
C12626,0,低活跃型客户
C12627,2,现金预付型客户
C12628,0,低活跃型客户
C12629,3,稳健消费型客户
C12630,0,低活跃型客户
C12631,0,低活跃型客户
C12632,2,现金预付型客户
C12633,2,现金预付型客户
C12634,1,高频购买型客户
C12635,3,稳健消费型客户
C12636,0,低活跃型客户
C12637,0,低活跃型客户
C12638,0,低活跃型客户
C12639,0,低活跃型客户
C12640,0,低活跃型客户
C12641,1,高频购买型客户
C12642,1,高频购买型客户
C12643,2,现金预付型客户
C12644,0,低活跃型客户
C12645,3,稳健消费型客户
C12646,0,低活跃型客户
C12647,1,高频购买型客户
C12648,3,稳健消费型客户
C12650,0,低活跃型客户
C12651,3,稳健消费型客户
C12652,2,现金预付型客户
C12653,3,稳健消费型客户
C12654,3,稳健消费型客户
C12655,2,现金预付型客户
C12656,3,稳健消费型客户
C12657,2,现金预付型客户
C12658,2,现金预付型客户
C12659,2,现金预付型客户
C12660,0,低活跃型客户
C12661,1,高频购买型客户
C12663,2,现金预付型客户
C12664,2,现金预付型客户
C12665,2,现金预付型客户
C12666,2,现金预付型客户
C12667,1,高频购买型客户
C12668,2,现金预付型客户
C12669,3,稳健消费型客户
C12670,3,稳健消费型客户
C12671,0,低活跃型客户
C12672,3,稳健消费型客户
C12673,0,低活跃型客户
C12674,3,稳健消费型客户
C12675,3,稳健消费型客户
C12676,1,高频购买型客户
C12677,2,现金预付型客户
C12678,0,低活跃型客户
C12679,0,低活跃型客户
C12680,2,现金预付型客户
C12681,3,稳健消费型客户
C12682,3,稳健消费型客户
C12683,0,低活跃型客户
C12684,3,稳健消费型客户
C12685,2,现金预付型客户
C12686,2,现金预付型客户
C12687,2,现金预付型客户
C12688,3,稳健消费型客户
C12689,1,高频购买型客户
C12690,0,低活跃型客户
C12691,2,现金预付型客户
C12692,2,现金预付型客户
C12693,2,现金预付型客户
C12694,2,现金预付型客户
C12695,0,低活跃型客户
C12696,2,现金预付型客户
C12697,2,现金预付型客户
C12698,2,现金预付型客户
C12699,2,现金预付型客户
C12700,2,现金预付型客户
C12701,0,低活跃型客户
C12702,0,低活跃型客户
C12703,1,高频购买型客户
C12704,0,低活跃型客户
C12705,1,高频购买型客户
C12706,2,现金预付型客户
C12707,3,稳健消费型客户
C12708,3,稳健消费型客户
C12709,3,稳健消费型客户
C12710,2,现金预付型客户
C12712,1,高频购买型客户
C12713,1,高频购买型客户
C12714,0,低活跃型客户
C12715,2,现金预付型客户
C12716,3,稳健消费型客户
C12717,1,高频购买型客户
C12718,1,高频购买型客户
C12719,3,稳健消费型客户
C12720,3,稳健消费型客户
C12721,0,低活跃型客户
C12722,3,稳健消费型客户
C12723,2,现金预付型客户
C12724,2,现金预付型客户
C12725,0,低活跃型客户
C12726,3,稳健消费型客户
C12727,0,低活跃型客户
C12728,0,低活跃型客户
C12729,0,低活跃型客户
C12730,2,现金预付型客户
C12731,2,现金预付型客户
C12732,2,现金预付型客户
C12733,1,高频购买型客户
C12734,3,稳健消费型客户
C12735,2,现金预付型客户
C12736,2,现金预付型客户
C12737,3,稳健消费型客户
C12738,0,低活跃型客户
C12739,1,高频购买型客户
C12740,0,低活跃型客户
C12741,1,高频购买型客户
C12742,2,现金预付型客户
C12743,2,现金预付型客户
C12744,0,低活跃型客户
C12745,2,现金预付型客户
C12746,3,稳健消费型客户
C12747,3,稳健消费型客户
C12748,1,高频购买型客户
C12749,1,高频购买型客户
C12750,3,稳健消费型客户
C12751,0,低活跃型客户
C12752,2,现金预付型客户
C12753,0,低活跃型客户
C12754,3,稳健消费型客户
C12755,3,稳健消费型客户
C12756,2,现金预付型客户
C12757,3,稳健消费型客户
C12758,3,稳健消费型客户
C12759,3,稳健消费型客户
C12760,2,现金预付型客户
C12761,3,稳健消费型客户
C12762,3,稳健消费型客户
C12763,2,现金预付型客户
C12764,1,高频购买型客户
C12765,1,高频购买型客户
C12766,2,现金预付型客户
C12767,3,稳健消费型客户
C12768,0,低活跃型客户
C12769,3,稳健消费型客户
C12770,3,稳健消费型客户
C12771,0,低活跃型客户
C12772,0,低活跃型客户
C12773,3,稳健消费型客户
C12774,1,高频购买型客户
C12775,1,高频购买型客户
C12776,0,低活跃型客户
C12777,2,现金预付型客户
C12778,2,现金预付型客户
C12779,2,现金预付型客户
C12780,2,现金预付型客户
C12781,2,现金预付型客户
C12782,2,现金预付型客户
C12783,0,低活跃型客户
C12784,2,现金预付型客户
C12786,0,低活跃型客户
C12787,1,高频购买型客户
C12788,0,低活跃型客户
C12789,2,现金预付型客户
C12790,1,高频购买型客户
C12791,0,低活跃型客户
C12792,2,现金预付型客户
C12793,1,高频购买型客户
C12794,0,低活跃型客户
C12795,1,高频购买型客户
C12796,1,高频购买型客户
C12797,2,现金预付型客户
C12798,0,低活跃型客户
C12799,1,高频购买型客户
C12800,0,低活跃型客户
C12801,1,高频购买型客户
C12802,1,高频购买型客户
C12803,2,现金预付型客户
C12804,3,稳健消费型客户
C12805,0,低活跃型客户
C12806,1,高频购买型客户
C12807,3,稳健消费型客户
C12808,0,低活跃型客户
C12809,2,现金预付型客户
C12810,1,高频购买型客户
C12811,2,现金预付型客户
C12812,2,现金预付型客户
C12813,2,现金预付型客户
C12814,0,低活跃型客户
C12815,3,稳健消费型客户
C12816,0,低活跃型客户
C12818,0,低活跃型客户
C12819,2,现金预付型客户
C12820,3,稳健消费型客户
C12821,3,稳健消费型客户
C12822,1,高频购买型客户
C12823,0,低活跃型客户
C12824,1,高频购买型客户
C12825,3,稳健消费型客户
C12826,2,现金预付型客户
C12827,2,现金预付型客户
C12828,2,现金预付型客户
C12829,1,高频购买型客户
C12830,1,高频购买型客户
C12831,1,高频购买型客户
C12832,0,低活跃型客户
C12833,2,现金预付型客户
C12834,3,稳健消费型客户
C12835,3,稳健消费型客户
C12836,1,高频购买型客户
C12837,1,高频购买型客户
C12838,1,高频购买型客户
C12839,1,高频购买型客户
C12840,1,高频购买型客户
C12841,0,低活跃型客户
C12842,3,稳健消费型客户
C12843,2,现金预付型客户
C12844,1,高频购买型客户
C12845,0,低活跃型客户
C12846,2,现金预付型客户
C12847,2,现金预付型客户
C12848,0,低活跃型客户
C12849,0,低活跃型客户
C12850,0,低活跃型客户
C12851,2,现金预付型客户
C12852,2,现金预付型客户
C12853,2,现金预付型客户
C12854,2,现金预付型客户
C12855,1,高频购买型客户
C12857,2,现金预付型客户
C12858,1,高频购买型客户
C12859,3,稳健消费型客户
C12860,3,稳健消费型客户
C12861,2,现金预付型客户
C12862,1,高频购买型客户
C12863,1,高频购买型客户
C12864,1,高频购买型客户
C12865,0,低活跃型客户
C12866,1,高频购买型客户
C12867,2,现金预付型客户
C12868,2,现金预付型客户
C12869,2,现金预付型客户
C12871,2,现金预付型客户
C12872,2,现金预付型客户
C12873,3,稳健消费型客户
C12874,1,高频购买型客户
C12875,0,低活跃型客户
C12876,2,现金预付型客户
C12877,3,稳健消费型客户
C12878,0,低活跃型客户
C12879,0,低活跃型客户
C12880,2,现金预付型客户
C12881,1,高频购买型客户
C12883,1,高频购买型客户
C12884,2,现金预付型客户
C12885,1,高频购买型客户
C12886,2,现金预付型客户
C12887,2,现金预付型客户
C12888,1,高频购买型客户
C12889,0,低活跃型客户
C12890,2,现金预付型客户
C12891,2,现金预付型客户
C12892,3,稳健消费型客户
C12893,1,高频购买型客户
C12894,0,低活跃型客户
C12895,2,现金预付型客户
C12896,2,现金预付型客户
C12897,3,稳健消费型客户
C12898,1,高频购买型客户
C12899,2,现金预付型客户
C12900,0,低活跃型客户
C12901,2,现金预付型客户
C12902,0,低活跃型客户
C12903,2,现金预付型客户
C12904,1,高频购买型客户
C12905,1,高频购买型客户
C12906,0,低活跃型客户
C12907,0,低活跃型客户
C12908,2,现金预付型客户
C12909,1,高频购买型客户
C12910,3,稳健消费型客户
C12911,0,低活跃型客户
C12912,0,低活跃型客户
C12913,0,低活跃型客户
C12914,3,稳健消费型客户
C12915,1,高频购买型客户
C12916,1,高频购买型客户
C12917,2,现金预付型客户
C12918,0,低活跃型客户
C12919,1,高频购买型客户
C12920,0,低活跃型客户
C12921,3,稳健消费型客户
C12922,3,稳健消费型客户
C12923,0,低活跃型客户
C12924,2,现金预付型客户
C12925,1,高频购买型客户
C12926,2,现金预付型客户
C12927,0,低活跃型客户
C12928,0,低活跃型客户
C12929,1,高频购买型客户
C12930,2,现金预付型客户
C12931,2,现金预付型客户
C12932,2,现金预付型客户
C12933,0,低活跃型客户
C12934,3,稳健消费型客户
C12935,2,现金预付型客户
C12936,2,现金预付型客户
C12937,2,现金预付型客户
C12938,2,现金预付型客户
C12939,0,低活跃型客户
C12941,2,现金预付型客户
C12943,3,稳健消费型客户
C12944,0,低活跃型客户
C12945,0,低活跃型客户
C12946,3,稳健消费型客户
C12947,2,现金预付型客户
C12948,2,现金预付型客户
C12949,0,低活跃型客户
C12950,2,现金预付型客户
C12951,3,稳健消费型客户
C12952,1,高频购买型客户
C12953,3,稳健消费型客户
C12954,1,高频购买型客户
C12955,1,高频购买型客户
C12956,2,现金预付型客户
C12957,1,高频购买型客户
C12958,0,低活跃型客户
C12959,2,现金预付型客户
C12960,2,现金预付型客户
C12961,2,现金预付型客户
C12962,3,稳健消费型客户
C12963,2,现金预付型客户
C12964,2,现金预付型客户
C12965,2,现金预付型客户
C12966,2,现金预付型客户
C12967,0,低活跃型客户
C12968,0,低活跃型客户
C12969,2,现金预付型客户
C12970,3,稳健消费型客户
C12971,3,稳健消费型客户
C12972,3,稳健消费型客户
C12973,0,低活跃型客户
C12974,0,低活跃型客户
C12975,2,现金预付型客户
C12976,2,现金预付型客户
C12977,2,现金预付型客户
C12978,3,稳健消费型客户
C12979,2,现金预付型客户
C12980,0,低活跃型客户
C12981,1,高频购买型客户
C12982,0,低活跃型客户
C12983,2,现金预付型客户
C12984,2,现金预付型客户
C12985,2,现金预付型客户
C12986,2,现金预付型客户
C12987,1,高频购买型客户
C12988,3,稳健消费型客户
C12989,1,高频购买型客户
C12990,2,现金预付型客户
C12991,2,现金预付型客户
C12992,0,低活跃型客户
C12993,2,现金预付型客户
C12994,2,现金预付型客户
C12995,0,低活跃型客户
C12996,2,现金预付型客户
C12997,1,高频购买型客户
C12998,2,现金预付型客户
C12999,0,低活跃型客户
C13000,2,现金预付型客户
C13001,2,现金预付型客户
C13002,1,高频购买型客户
C13004,2,现金预付型客户
C13005,2,现金预付型客户
C13006,2,现金预付型客户
C13007,0,低活跃型客户
C13008,3,稳健消费型客户
C13009,2,现金预付型客户
C13011,2,现金预付型客户
C13012,0,低活跃型客户
C13013,1,高频购买型客户
C13014,0,低活跃型客户
C13015,0,低活跃型客户
C13016,2,现金预付型客户
C13017,1,高频购买型客户
C13018,2,现金预付型客户
C13019,0,低活跃型客户
C13020,2,现金预付型客户
C13021,0,低活跃型客户
C13022,0,低活跃型客户
C13023,3,稳健消费型客户
C13024,0,低活跃型客户
C13025,0,低活跃型客户
C13026,2,现金预付型客户
C13027,3,稳健消费型客户
C13028,0,低活跃型客户
C13029,0,低活跃型客户
C13031,2,现金预付型客户
C13032,0,低活跃型客户
C13033,0,低活跃型客户
C13034,3,稳健消费型客户
C13035,2,现金预付型客户
C13036,0,低活跃型客户
C13037,2,现金预付型客户
C13038,1,高频购买型客户
C13039,2,现金预付型客户
C13040,0,低活跃型客户
C13041,0,低活跃型客户
C13042,0,低活跃型客户
C13043,0,低活跃型客户
C13044,2,现金预付型客户
C13045,2,现金预付型客户
C13046,2,现金预付型客户
C13047,0,低活跃型客户
C13048,3,稳健消费型客户
C13049,3,稳健消费型客户
C13050,0,低活跃型客户
C13051,3,稳健消费型客户
C13052,3,稳健消费型客户
C13053,3,稳健消费型客户
C13054,2,现金预付型客户
C13056,0,低活跃型客户
C13057,2,现金预付型客户
C13058,1,高频购买型客户
C13059,2,现金预付型客户
C13060,2,现金预付型客户
C13061,3,稳健消费型客户
C13062,2,现金预付型客户
C13063,1,高频购买型客户
C13064,1,高频购买型客户
C13065,2,现金预付型客户
C13066,1,高频购买型客户
C13067,3,稳健消费型客户
C13068,0,低活跃型客户
C13069,2,现金预付型客户
C13070,1,高频购买型客户
C13071,0,低活跃型客户
C13072,2,现金预付型客户
C13073,1,高频购买型客户
C13074,2,现金预付型客户
C13076,1,高频购买型客户
C13077,1,高频购买型客户
C13078,0,低活跃型客户
C13079,2,现金预付型客户
C13080,0,低活跃型客户
C13081,0,低活跃型客户
C13082,2,现金预付型客户
C13083,0,低活跃型客户
C13084,3,稳健消费型客户
C13085,2,现金预付型客户
C13086,1,高频购买型客户
C13087,2,现金预付型客户
C13088,2,现金预付型客户
C13089,1,高频购买型客户
C13090,0,低活跃型客户
C13091,0,低活跃型客户
C13092,2,现金预付型客户
C13093,2,现金预付型客户
C13094,2,现金预付型客户
C13095,1,高频购买型客户
C13096,1,高频购买型客户
C13097,3,稳健消费型客户
C13098,2,现金预付型客户
C13099,1,高频购买型客户
C13100,2,现金预付型客户
C13101,0,低活跃型客户
C13102,1,高频购买型客户
C13103,3,稳健消费型客户
C13104,2,现金预付型客户
C13105,2,现金预付型客户
C13106,2,现金预付型客户
C13107,2,现金预付型客户
C13108,1,高频购买型客户
C13109,1,高频购买型客户
C13110,2,现金预付型客户
C13111,1,高频购买型客户
C13112,1,高频购买型客户
C13113,3,稳健消费型客户
C13114,2,现金预付型客户
C13115,1,高频购买型客户
C13116,3,稳健消费型客户
C13117,2,现金预付型客户
C13118,2,现金预付型客户
C13119,1,高频购买型客户
C13120,2,现金预付型客户
C13121,3,稳健消费型客户
C13122,0,低活跃型客户
C13123,0,低活跃型客户
C13124,0,低活跃型客户
C13125,3,稳健消费型客户
C13126,0,低活跃型客户
C13127,3,稳健消费型客户
C13128,3,稳健消费型客户
C13129,0,低活跃型客户
C13130,2,现金预付型客户
C13131,3,稳健消费型客户
C13132,0,低活跃型客户
C13133,2,现金预付型客户
C13134,3,稳健消费型客户
C13135,0,低活跃型客户
C13136,2,现金预付型客户
C13137,0,低活跃型客户
C13138,2,现金预付型客户
C13139,2,现金预付型客户
C13140,3,稳健消费型客户
C13141,2,现金预付型客户
C13142,2,现金预付型客户
C13143,2,现金预付型客户
C13144,1,高频购买型客户
C13145,2,现金预付型客户
C13146,1,高频购买型客户
C13147,2,现金预付型客户
C13148,1,高频购买型客户
C13149,0,低活跃型客户
C13150,2,现金预付型客户
C13151,3,稳健消费型客户
C13152,3,稳健消费型客户
C13153,2,现金预付型客户
C13154,0,低活跃型客户
C13155,2,现金预付型客户
C13156,0,低活跃型客户
C13157,0,低活跃型客户
C13158,1,高频购买型客户
C13159,2,现金预付型客户
C13160,0,低活跃型客户
C13161,2,现金预付型客户
C13162,1,高频购买型客户
C13163,3,稳健消费型客户
C13164,2,现金预付型客户
C13165,0,低活跃型客户
C13166,0,低活跃型客户
C13167,0,低活跃型客户
C13168,2,现金预付型客户
C13169,3,稳健消费型客户
C13170,1,高频购买型客户
C13171,3,稳健消费型客户
C13172,3,稳健消费型客户
C13173,0,低活跃型客户
C13174,2,现金预付型客户
C13175,0,低活跃型客户
C13176,2,现金预付型客户
C13178,1,高频购买型客户
C13179,3,稳健消费型客户
C13180,2,现金预付型客户
C13181,2,现金预付型客户
C13182,2,现金预付型客户
C13183,1,高频购买型客户
C13184,0,低活跃型客户
C13185,0,低活跃型客户
C13186,3,稳健消费型客户
C13187,2,现金预付型客户
C13188,2,现金预付型客户
C13189,3,稳健消费型客户
C13190,1,高频购买型客户
C13191,2,现金预付型客户
C13192,0,低活跃型客户
C13193,3,稳健消费型客户
C13194,0,低活跃型客户
C13195,1,高频购买型客户
C13196,0,低活跃型客户
C13197,3,稳健消费型客户
C13198,2,现金预付型客户
C13199,3,稳健消费型客户
C13200,2,现金预付型客户
C13201,1,高频购买型客户
C13202,2,现金预付型客户
C13203,0,低活跃型客户
C13204,0,低活跃型客户
C13205,3,稳健消费型客户
C13206,1,高频购买型客户
C13207,2,现金预付型客户
C13208,3,稳健消费型客户
C13209,2,现金预付型客户
C13210,3,稳健消费型客户
C13211,3,稳健消费型客户
C13212,2,现金预付型客户
C13213,1,高频购买型客户
C13214,2,现金预付型客户
C13215,0,低活跃型客户
C13216,2,现金预付型客户
C13217,3,稳健消费型客户
C13218,2,现金预付型客户
C13219,3,稳健消费型客户
C13220,2,现金预付型客户
C13221,2,现金预付型客户
C13222,2,现金预付型客户
C13223,0,低活跃型客户
C13224,2,现金预付型客户
C13225,3,稳健消费型客户
C13226,0,低活跃型客户
C13227,2,现金预付型客户
C13228,2,现金预付型客户
C13229,3,稳健消费型客户
C13230,1,高频购买型客户
C13231,3,稳健消费型客户
C13232,2,现金预付型客户
C13233,2,现金预付型客户
C13234,2,现金预付型客户
C13235,1,高频购买型客户
C13236,1,高频购买型客户
C13237,2,现金预付型客户
C13238,0,低活跃型客户
C13239,2,现金预付型客户
C13240,2,现金预付型客户
C13241,1,高频购买型客户
C13242,3,稳健消费型客户
C13243,3,稳健消费型客户
C13244,2,现金预付型客户
C13245,3,稳健消费型客户
C13246,1,高频购买型客户
C13247,1,高频购买型客户
C13248,1,高频购买型客户
C13249,3,稳健消费型客户
C13250,1,高频购买型客户
C13251,2,现金预付型客户
C13252,2,现金预付型客户
C13253,0,低活跃型客户
C13254,2,现金预付型客户
C13255,3,稳健消费型客户
C13257,0,低活跃型客户
C13258,0,低活跃型客户
C13259,2,现金预付型客户
C13260,2,现金预付型客户
C13261,2,现金预付型客户
C13262,1,高频购买型客户
C13263,2,现金预付型客户
C13264,2,现金预付型客户
C13265,0,低活跃型客户
C13266,2,现金预付型客户
C13267,2,现金预付型客户
C13268,2,现金预付型客户
C13269,3,稳健消费型客户
C13270,0,低活跃型客户
C13271,1,高频购买型客户
C13272,3,稳健消费型客户
C13273,0,低活跃型客户
C13275,0,低活跃型客户
C13276,0,低活跃型客户
C13277,1,高频购买型客户
C13278,0,低活跃型客户
C13279,2,现金预付型客户
C13280,2,现金预付型客户
C13282,2,现金预付型客户
C13283,3,稳健消费型客户
C13284,1,高频购买型客户
C13285,0,低活跃型客户
C13286,0,低活跃型客户
C13287,1,高频购买型客户
C13288,1,高频购买型客户
C13289,2,现金预付型客户
C13290,3,稳健消费型客户
C13291,0,低活跃型客户
C13292,2,现金预付型客户
C13293,1,高频购买型客户
C13294,0,低活跃型客户
C13295,0,低活跃型客户
C13296,1,高频购买型客户
C13297,3,稳健消费型客户
C13298,2,现金预付型客户
C13299,0,低活跃型客户
C13300,3,稳健消费型客户
C13301,2,现金预付型客户
C13302,2,现金预付型客户
C13303,3,稳健消费型客户
C13304,0,低活跃型客户
C13305,3,稳健消费型客户
C13306,2,现金预付型客户
C13307,2,现金预付型客户
C13308,0,低活跃型客户
C13309,0,低活跃型客户
C13310,2,现金预付型客户
C13312,0,低活跃型客户
C13313,3,稳健消费型客户
C13314,3,稳健消费型客户
C13315,0,低活跃型客户
C13316,0,低活跃型客户
C13317,2,现金预付型客户
C13318,1,高频购买型客户
C13319,0,低活跃型客户
C13320,2,现金预付型客户
C13321,1,高频购买型客户
C13322,1,高频购买型客户
C13323,2,现金预付型客户
C13324,2,现金预付型客户
C13325,2,现金预付型客户
C13326,3,稳健消费型客户
C13327,2,现金预付型客户
C13328,1,高频购买型客户
C13329,2,现金预付型客户
C13330,2,现金预付型客户
C13331,2,现金预付型客户
C13332,1,高频购买型客户
C13333,2,现金预付型客户
C13334,1,高频购买型客户
C13335,1,高频购买型客户
C13336,0,低活跃型客户
C13337,3,稳健消费型客户
C13338,2,现金预付型客户
C13339,0,低活跃型客户
C13340,1,高频购买型客户
C13341,2,现金预付型客户
C13342,3,稳健消费型客户
C13343,2,现金预付型客户
C13344,0,低活跃型客户
C13345,1,高频购买型客户
C13346,0,低活跃型客户
C13347,3,稳健消费型客户
C13348,2,现金预付型客户
C13349,2,现金预付型客户
C13350,2,现金预付型客户
C13351,0,低活跃型客户
C13352,2,现金预付型客户
C13353,3,稳健消费型客户
